HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeTeam_label,AwayTeam_label,FullTimeResult_label,HalfTimeResult_label
Stoke,Swansea,H,2,1,H,37,39,2,2
Watford,Tottenham,D,1,1,D,41,40,1,1
Bournemouth,Southampton,D,1,0,H,6,36,1,2
Man City,West Ham,H,0,1,A,26,43,2,0
Crystal Palace,Bournemouth,D,2,2,D,15,6,1,1
Huddersfield,Brighton,H,2,0,H,19,9,2,2
Newcastle,Leicester,A,1,1,D,29,23,0,1
Swansea,West Brom,H,0,0,D,39,42,2,1
Man United,Man City,A,1,1,D,27,26,0,1
Crystal Palace,Watford,H,0,1,A,15,41,2,0
Huddersfield,Chelsea,A,0,2,A,19,13,0,0
Liverpool,West Brom,D,0,0,D,24,42,1,1
Southampton,Leicester,A,0,3,A,36,23,0,0
Swansea,Man City,A,0,2,A,39,26,0,0
Tottenham,Brighton,H,1,0,H,40,9,2,2
Brighton,Burnley,D,0,0,D,9,10,1,1
Leicester,Crystal Palace,A,0,2,A,23,15,0,0
Watford,Huddersfield,A,0,2,A,41,19,0,0
Bournemouth,Liverpool,A,0,3,A,6,24,0,0
Brighton,Watford,H,0,0,D,9,41,2,1
Burnley,Tottenham,A,0,1,A,10,40,0,0
Man City,Bournemouth,H,1,0,H,26,6,2,2
Southampton,Huddersfield,D,1,0,H,36,19,1,2
Stoke,West Brom,H,2,0,H,37,42,2,2
Swansea,Crystal Palace,D,0,0,D,39,15,1,1
Bournemouth,West Ham,D,1,1,D,6,43,1,1
Chelsea,Brighton,H,0,0,D,13,9,2,1
Huddersfield,Stoke,D,1,0,H,19,37,1,2
Man United,Burnley,D,0,2,A,27,10,1,0
Watford,Leicester,H,1,1,D,41,23,2,1
West Brom,Everton,D,0,0,D,42,17,1,1
Crystal Palace,Arsenal,A,0,1,A,15,0,0,0
Huddersfield,Burnley,D,0,0,D,19,10,1,1
Liverpool,Leicester,H,0,1,A,24,23,2,0
Man United,Southampton,D,0,0,D,27,36,1,1
Newcastle,Brighton,D,0,0,D,29,9,1,1
Watford,Swansea,A,1,0,H,41,39,0,2
Crystal Palace,Man City,D,0,0,D,15,26,1,1
West Brom,Arsenal,D,0,0,D,42,0,1,1
Brighton,Bournemouth,D,1,1,D,9,6,1,1
Leicester,Huddersfield,H,0,0,D,23,19,2,1
Stoke,Newcastle,A,0,0,D,37,29,0,1
Man City,Watford,H,2,0,H,26,41,2,2
Southampton,Crystal Palace,A,1,0,H,36,15,0,2
West Ham,West Brom,H,0,1,A,43,42,2,0
Crystal Palace,Burnley,H,1,0,H,15,10,2,2
Huddersfield,West Ham,A,1,1,D,19,43,0,1
Watford,Southampton,D,0,2,A,41,36,1,0
West Brom,Brighton,H,1,0,H,42,9,2,2
Bournemouth,Arsenal,H,0,0,D,6,0,2,1
Arsenal,Crystal Palace,H,4,0,H,0,15,2,2
Brighton,Chelsea,A,0,2,A,9,13,0,0
Burnley,Man United,A,0,0,D,10,27,0,1
Stoke,Huddersfield,H,0,0,D,37,19,2,1
West Ham,Bournemouth,D,0,0,D,43,6,1,1
Swansea,Liverpool,H,1,0,H,39,24,2,2
Huddersfield,Liverpool,A,0,2,A,19,24,0,0
West Ham,Crystal Palace,D,1,1,D,43,15,1,1
Newcastle,Burnley,D,0,0,D,29,10,1,1
Southampton,Brighton,D,0,1,A,36,9,1,0
Stoke,Watford,D,0,0,D,37,41,1,1
Tottenham,Man United,H,2,0,H,40,27,2,2
Arsenal,Everton,H,4,0,H,0,17,2,2
Bournemouth,Stoke,H,0,1,A,6,37,2,0
Brighton,West Ham,H,1,1,D,9,43,2,1
Burnley,Man City,D,0,1,A,10,26,1,0
Leicester,Swansea,D,1,0,H,23,39,1,2
Man United,Huddersfield,H,0,0,D,27,19,2,1
West Brom,Southampton,A,1,2,A,42,36,0,0
Liverpool,Tottenham,D,1,0,H,24,40,1,2
Watford,Chelsea,H,1,0,H,41,13,2,2
Everton,Crystal Palace,H,0,0,D,17,15,2,1
Man City,Leicester,H,1,1,D,26,23,2,1
Stoke,Brighton,D,0,1,A,37,9,1,0
Swansea,Burnley,H,0,0,D,39,10,2,1
West Ham,Watford,H,1,0,H,43,41,2,2
Huddersfield,Bournemouth,H,2,1,H,19,6,2,2
Newcastle,Man United,H,0,0,D,29,27,2,1
Southampton,Liverpool,A,0,2,A,36,24,0,0
Bournemouth,Newcastle,D,0,2,A,6,29,1,0
Brighton,Swansea,H,1,0,H,9,39,2,2
Burnley,Southampton,D,0,0,D,10,36,1,1
Leicester,Stoke,D,0,1,A,23,37,1,0
Watford,Everton,H,0,0,D,41,17,2,1
West Brom,Huddersfield,A,0,0,D,42,19,0,1
Arsenal,Man City,A,0,3,A,0,26,0,0
Burnley,Everton,H,0,1,A,10,17,2,0
Tottenham,Huddersfield,H,1,0,H,40,19,2,2
Watford,West Brom,H,0,0,D,41,42,2,1
Brighton,Arsenal,H,2,1,H,9,0,2,2
Crystal Palace,Man United,A,1,0,H,15,27,0,2
Chelsea,Crystal Palace,H,2,0,H,13,15,2,2
Everton,Brighton,H,0,0,D,17,9,2,1
Huddersfield,Swansea,D,0,0,D,19,39,1,1
Newcastle,Southampton,H,2,0,H,29,36,2,2
West Brom,Leicester,A,1,1,D,42,23,0,1
West Ham,Burnley,A,0,0,D,43,10,0,1
Arsenal,Watford,H,1,0,H,0,41,2,2
Bournemouth,Tottenham,A,1,1,D,6,40,0,1
Stoke,Man City,A,0,1,A,37,26,0,0
Huddersfield,Crystal Palace,A,0,1,A,19,15,0,0
Liverpool,Watford,H,2,0,H,24,41,2,2
Stoke,Everton,A,0,0,D,37,17,0,1
Brighton,Leicester,A,0,0,D,9,23,0,1
Crystal Palace,Liverpool,A,1,0,H,15,24,0,2
Everton,Man City,A,0,3,A,17,26,0,0
Newcastle,Huddersfield,H,0,0,D,29,19,2,1
Watford,Bournemouth,D,1,1,D,41,6,1,1
West Brom,Burnley,A,0,1,A,42,10,0,0
West Ham,Southampton,H,3,0,H,43,36,2,2
Chelsea,Tottenham,A,1,1,D,13,40,0,1
Brighton,Huddersfield,D,1,1,D,9,19,1,1
Leicester,Newcastle,A,0,1,A,23,29,0,0
Man City,Man United,A,2,0,H,26,27,0,2
Watford,Burnley,A,0,0,D,41,10,0,1
Arsenal,Southampton,H,2,1,H,0,36,2,2
Chelsea,West Ham,D,1,0,H,13,43,1,2
Burnley,Leicester,H,2,0,H,10,23,2,2
Crystal Palace,Brighton,H,3,2,H,15,9,2,2
Huddersfield,Watford,H,0,0,D,19,41,2,1
Tottenham,Man City,A,1,2,A,40,26,0,0
Newcastle,Arsenal,H,1,1,D,29,0,2,1
Brighton,Tottenham,D,0,0,D,9,40,1,1
Watford,Crystal Palace,D,0,0,D,41,15,1,1
Man City,Swansea,H,2,0,H,26,39,2,2
Stoke,Burnley,D,1,0,H,37,10,1,2
Burnley,Brighton,D,0,0,D,10,9,1,1
Crystal Palace,Leicester,H,2,0,H,15,23,2,2
Huddersfield,Everton,A,0,1,A,19,17,0,0
Newcastle,West Brom,A,0,1,A,29,42,0,0
Southampton,Bournemouth,H,1,1,D,36,6,2,1
Swansea,Chelsea,A,0,1,A,39,13,0,0
West Ham,Man City,A,1,2,A,43,26,0,0
Brighton,Man United,H,0,0,D,9,27,2,1
Leicester,West Ham,A,0,1,A,23,43,0,0
Stoke,Crystal Palace,A,1,0,H,37,15,0,2
Watford,Newcastle,H,2,0,H,41,29,2,2
Arsenal,Burnley,H,2,0,H,0,10,2,2
Man City,Huddersfield,D,0,0,D,26,19,1,1
Chelsea,Huddersfield,D,0,0,D,13,19,1,1
Leicester,Arsenal,H,1,0,H,23,0,2,2
Man City,Brighton,H,2,1,H,26,9,2,2
Burnley,Bournemouth,A,1,0,H,10,6,0,2
Huddersfield,Arsenal,A,0,1,A,19,0,0,0
Liverpool,Brighton,H,2,0,H,24,9,2,2
Swansea,Stoke,A,1,2,A,39,37,0,0
Tottenham,Leicester,H,1,2,A,40,23,2,0
Bournemouth,Cardiff,H,1,0,H,6,11,2,2
Fulham,Crystal Palace,A,0,1,A,18,15,0,0
Newcastle,Tottenham,A,1,2,A,29,40,0,0
Watford,Brighton,H,1,0,H,41,9,2,2
Wolves,Everton,D,1,1,D,45,17,1,1
Arsenal,Man City,A,0,1,A,0,26,0,0
Southampton,Burnley,D,0,0,D,36,10,1,1
Cardiff,Newcastle,D,0,0,D,11,29,1,1
Chelsea,Arsenal,H,2,2,D,13,0,2,1
Everton,Southampton,H,2,0,H,17,36,2,2
Leicester,Wolves,H,2,0,H,23,45,2,2
West Ham,Bournemouth,A,1,0,H,43,6,0,2
Brighton,Man United,H,3,1,H,9,27,2,2
Burnley,Watford,A,1,1,D,10,41,0,1
Man City,Huddersfield,H,3,1,H,26,19,2,2
Crystal Palace,Liverpool,A,0,1,A,15,24,0,0
Bournemouth,Everton,D,0,0,D,6,17,1,1
Huddersfield,Cardiff,D,0,0,D,19,11,1,1
Liverpool,Brighton,H,1,0,H,24,9,2,2
Southampton,Leicester,A,0,0,D,36,23,0,1
Wolves,Man City,D,0,0,D,45,26,1,1
Fulham,Burnley,H,3,2,H,18,10,2,2
Watford,Crystal Palace,H,0,0,D,41,15,2,1
Man United,Tottenham,A,0,0,D,27,40,0,1
Brighton,Fulham,D,0,1,A,9,18,1,0
Chelsea,Bournemouth,H,0,0,D,13,6,2,1
Crystal Palace,Southampton,A,0,0,D,15,36,0,1
Everton,Huddersfield,D,1,1,D,17,19,1,1
Leicester,Liverpool,A,0,2,A,23,24,0,0
West Ham,Wolves,A,0,0,D,43,45,0,1
Cardiff,Arsenal,A,1,1,D,11,0,0,1
Watford,Tottenham,H,0,0,D,41,40,2,1
Bournemouth,Leicester,H,3,0,H,6,23,2,2
Chelsea,Cardiff,H,2,1,H,13,11,2,2
Watford,Man United,A,0,2,A,41,27,0,0
Everton,West Ham,A,1,2,A,17,43,0,0
Wolves,Burnley,H,0,0,D,45,10,2,1
Southampton,Brighton,D,1,0,H,36,9,1,2
Brighton,Tottenham,A,0,1,A,9,40,0,0
Burnley,Bournemouth,H,2,0,H,10,6,2,2
Cardiff,Man City,A,0,3,A,11,26,0,0
Crystal Palace,Newcastle,D,0,0,D,15,29,1,1
Fulham,Watford,D,0,1,A,18,41,1,0
Leicester,Huddersfield,H,1,1,D,23,19,2,1
Liverpool,Southampton,H,3,0,H,24,36,2,2
Man United,Wolves,D,1,0,H,27,45,1,2
West Ham,Chelsea,D,0,0,D,43,13,1,1
Arsenal,Watford,H,0,0,D,0,41,2,1
Huddersfield,Tottenham,A,0,2,A,19,40,0,0
Man City,Brighton,H,1,0,H,26,9,2,2
West Ham,Man United,H,2,0,H,43,27,2,2
Wolves,Southampton,H,0,0,D,45,36,2,1
Cardiff,Burnley,A,0,0,D,11,10,0,1
Bournemouth,Crystal Palace,H,1,0,H,6,15,2,2
Brighton,West Ham,H,1,0,H,9,43,2,2
Burnley,Huddersfield,D,1,0,H,10,19,1,2
Crystal Palace,Wolves,A,0,0,D,15,45,0,1
Leicester,Everton,A,1,1,D,23,17,0,1
Man United,Newcastle,H,0,2,A,27,29,2,0
Watford,Bournemouth,A,0,3,A,41,6,0,0
Fulham,Arsenal,A,1,1,D,18,0,0,1
Bournemouth,Southampton,D,0,0,D,6,36,1,1
Cardiff,Fulham,H,2,2,D,11,18,2,1
Huddersfield,Liverpool,A,0,1,A,19,24,0,0
Newcastle,Brighton,A,0,1,A,29,9,0,0
West Ham,Tottenham,A,0,1,A,43,40,0,0
Wolves,Watford,A,0,2,A,45,41,0,0
Arsenal,Leicester,H,1,1,D,0,23,2,1
Brighton,Wolves,H,0,0,D,9,45,2,1
Fulham,Bournemouth,A,0,1,A,18,6,0,0
Leicester,West Ham,D,0,1,A,23,43,1,0
Liverpool,Cardiff,H,1,0,H,24,11,2,2
Watford,Huddersfield,H,2,0,H,41,19,2,2
Crystal Palace,Arsenal,D,1,0,H,15,0,1,2
Bournemouth,Man United,A,1,1,D,6,27,0,1
Cardiff,Leicester,A,0,0,D,11,23,0,1
Everton,Brighton,H,1,1,D,17,9,2,1
West Ham,Burnley,H,1,1,D,43,10,2,1
Wolves,Tottenham,A,0,2,A,45,40,0,0
Man City,Southampton,H,4,1,H,26,36,2,2
Huddersfield,Fulham,H,1,0,H,19,18,2,2
Cardiff,Brighton,H,1,1,D,11,9,2,1
Huddersfield,West Ham,D,1,0,H,19,43,1,2
Leicester,Burnley,D,0,0,D,23,10,1,1
Newcastle,Bournemouth,H,2,1,H,29,6,2,2
Southampton,Watford,D,1,0,H,36,41,1,2
Arsenal,Wolves,D,0,1,A,0,45,1,0
Brighton,Leicester,D,1,0,H,9,23,1,2
Man United,Crystal Palace,D,0,0,D,27,15,1,1
Watford,Liverpool,A,0,0,D,41,24,0,1
Bournemouth,Arsenal,A,1,1,D,6,0,0,1
Wolves,Huddersfield,A,0,1,A,45,19,0,0
Burnley,Newcastle,A,1,2,A,10,29,0,0
Cardiff,Wolves,H,0,1,A,11,45,2,0
Huddersfield,Brighton,A,1,1,D,19,9,0,1
Leicester,Watford,H,2,0,H,23,41,2,2
Man City,Bournemouth,H,1,1,D,26,6,2,1
Southampton,Man United,D,2,2,D,36,27,1,1
Arsenal,Tottenham,H,1,2,A,0,40,2,0
Bournemouth,Huddersfield,H,2,1,H,6,19,2,2
Brighton,Crystal Palace,H,3,0,H,9,15,2,2
Watford,Man City,A,0,1,A,41,26,0,0
West Ham,Cardiff,H,0,0,D,43,11,2,1
Everton,Newcastle,D,1,1,D,17,29,1,1
Fulham,Leicester,D,1,0,H,18,23,1,2
Man United,Arsenal,D,1,1,D,27,0,1,1
Wolves,Chelsea,H,0,1,A,45,13,2,0
Arsenal,Huddersfield,H,0,0,D,0,19,2,1
Bournemouth,Liverpool,A,0,1,A,6,24,0,0
Burnley,Brighton,H,1,0,H,10,9,2,2
Cardiff,Southampton,H,0,0,D,11,36,2,1
Man United,Fulham,H,3,0,H,27,18,2,2
West Ham,Crystal Palace,H,0,1,A,43,15,2,0
Newcastle,Wolves,A,1,1,D,29,45,0,1
Everton,Watford,D,1,0,H,17,41,1,2
Crystal Palace,Leicester,H,1,0,H,15,23,2,2
Huddersfield,Newcastle,A,0,0,D,19,29,0,1
Tottenham,Burnley,H,0,0,D,40,10,2,1
Watford,Cardiff,H,1,0,H,41,11,2,2
Wolves,Bournemouth,H,1,0,H,45,6,2,2
Southampton,Arsenal,H,2,1,H,36,0,2,2
Bournemouth,Brighton,H,1,0,H,6,9,2,2
Cardiff,Man United,A,1,3,A,11,27,0,0
Chelsea,Leicester,A,0,0,D,13,23,0,1
Huddersfield,Southampton,A,0,2,A,19,36,0,0
Man City,Crystal Palace,A,1,2,A,26,15,0,0
Everton,Tottenham,A,1,3,A,17,40,0,0
Brighton,Arsenal,D,1,1,D,9,0,1,1
Burnley,Everton,A,1,3,A,10,17,0,0
Crystal Palace,Cardiff,D,0,0,D,15,11,1,1
Leicester,Man City,H,1,1,D,23,26,2,1
Man United,Huddersfield,H,1,0,H,27,19,2,2
Tottenham,Bournemouth,H,3,0,H,40,6,2,2
Watford,Chelsea,A,1,1,D,41,13,0,1
Southampton,West Ham,A,0,0,D,36,43,0,1
Brighton,Everton,H,0,0,D,9,17,2,1
Fulham,Huddersfield,H,0,0,D,18,19,2,1
Leicester,Cardiff,A,0,0,D,23,11,0,1
Liverpool,Arsenal,H,4,1,H,24,0,2,2
Tottenham,Wolves,A,1,0,H,40,45,0,2
Burnley,West Ham,H,2,0,H,10,43,2,2
Crystal Palace,Chelsea,A,0,0,D,15,13,0,1
Man United,Bournemouth,H,3,1,H,27,6,2,2
Southampton,Man City,A,1,3,A,36,26,0,0
Cardiff,Tottenham,A,0,3,A,11,40,0,0
Everton,Leicester,A,0,0,D,17,23,0,1
Bournemouth,Watford,D,3,3,D,6,41,1,1
Huddersfield,Burnley,A,1,1,D,19,10,0,1
West Ham,Brighton,D,0,0,D,43,9,1,1
Wolves,Crystal Palace,A,0,0,D,45,15,0,1
Brighton,Liverpool,A,0,0,D,9,24,0,1
Burnley,Fulham,H,2,1,H,10,18,2,2
Cardiff,Huddersfield,D,0,0,D,11,19,1,1
Crystal Palace,Watford,A,1,0,H,15,41,0,2
Leicester,Southampton,A,0,2,A,23,36,0,0
Man City,Wolves,H,2,0,H,26,45,2,2
Arsenal,Chelsea,H,2,0,H,0,13,2,2
Bournemouth,West Ham,H,0,0,D,6,43,2,1
Liverpool,Crystal Palace,H,0,1,A,24,15,2,0
Man United,Brighton,H,2,0,H,27,9,2,2
Watford,Burnley,D,0,0,D,41,10,1,1
Wolves,Leicester,H,2,0,H,45,23,2,2
Fulham,Tottenham,A,1,0,H,18,40,0,2
Huddersfield,Man City,A,0,1,A,19,26,0,0
Fulham,Brighton,H,0,2,A,18,9,2,0
Newcastle,Man City,H,0,1,A,29,26,2,0
Wolves,West Ham,H,0,0,D,45,43,2,1
Bournemouth,Chelsea,H,0,0,D,6,13,2,1
Liverpool,Leicester,D,1,1,D,24,23,1,1
Southampton,Crystal Palace,D,0,1,A,36,15,1,0
Tottenham,Watford,H,0,1,A,40,41,2,0
Brighton,Watford,D,0,0,D,9,41,1,1
Cardiff,Bournemouth,H,1,0,H,11,6,2,2
Chelsea,Huddersfield,H,2,0,H,13,19,2,2
Crystal Palace,Fulham,H,1,0,H,15,18,2,2
Everton,Wolves,A,1,2,A,17,45,0,0
West Ham,Liverpool,D,1,1,D,43,24,1,1
Brighton,Burnley,A,0,1,A,9,10,0,0
Crystal Palace,West Ham,D,0,1,A,15,43,1,0
Huddersfield,Arsenal,A,0,2,A,19,0,0,0
Liverpool,Bournemouth,H,2,0,H,24,6,2,2
Man City,Chelsea,H,4,0,H,26,13,2,2
Wolves,Newcastle,D,0,0,D,45,29,1,1
Cardiff,Watford,A,0,1,A,11,41,0,0
West Ham,Fulham,H,2,1,H,43,18,2,2
Bournemouth,Wolves,D,1,0,H,6,45,1,2
Burnley,Tottenham,H,0,0,D,10,40,2,1
Leicester,Crystal Palace,A,0,1,A,23,15,0,0
Arsenal,Southampton,H,2,0,H,0,36,2,2
Man United,Liverpool,D,0,0,D,27,24,1,1
Cardiff,Everton,A,0,1,A,11,17,0,0
Huddersfield,Wolves,H,0,0,D,19,45,2,1
Newcastle,Burnley,H,2,0,H,29,10,2,2
Arsenal,Bournemouth,H,2,1,H,0,6,2,2
Bournemouth,Man City,A,0,0,D,6,26,0,1
Brighton,Huddersfield,H,0,0,D,9,19,2,1
Burnley,Crystal Palace,A,0,1,A,10,15,0,0
Man United,Southampton,H,0,1,A,27,36,2,0
Wolves,Cardiff,H,2,0,H,45,11,2,2
Fulham,Chelsea,A,1,2,A,18,13,0,0
Watford,Leicester,H,1,0,H,41,23,2,2
Cardiff,West Ham,H,1,0,H,11,43,2,2
Crystal Palace,Brighton,A,0,1,A,15,9,0,0
Huddersfield,Bournemouth,A,0,1,A,19,6,0,0
Leicester,Fulham,H,1,0,H,23,18,2,2
Newcastle,Everton,H,0,2,A,29,17,2,0
Southampton,Tottenham,H,0,1,A,36,40,2,0
Chelsea,Wolves,D,0,0,D,13,45,1,1
Liverpool,Burnley,H,2,1,H,24,10,2,2
Bournemouth,Newcastle,D,0,1,A,6,29,1,0
Burnley,Leicester,A,1,1,D,10,23,0,1
West Ham,Huddersfield,H,1,2,A,43,19,2,0
Brighton,Southampton,A,0,0,D,9,36,0,1
Burnley,Wolves,H,1,0,H,10,45,2,2
Crystal Palace,Huddersfield,H,0,0,D,15,19,2,1
Leicester,Bournemouth,H,1,0,H,23,6,2,2
West Ham,Everton,A,0,2,A,43,17,0,0
Cardiff,Chelsea,A,0,0,D,11,13,0,1
Watford,Fulham,H,1,1,D,41,18,2,1
Wolves,Man United,H,1,1,D,45,27,2,1
Chelsea,Brighton,H,1,0,H,13,9,2,2
Man City,Cardiff,H,2,0,H,26,11,2,2
Southampton,Liverpool,A,1,1,D,36,24,0,1
Bournemouth,Burnley,A,1,2,A,6,10,0,0
Huddersfield,Leicester,A,0,1,A,19,23,0,0
Newcastle,Crystal Palace,A,0,0,D,29,15,0,1
Brighton,Bournemouth,A,0,1,A,9,6,0,0
Burnley,Cardiff,H,1,0,H,10,11,2,2
Southampton,Wolves,H,2,1,H,36,45,2,2
Tottenham,Huddersfield,H,2,0,H,40,19,2,2
Watford,Arsenal,A,0,1,A,41,0,0,0
Brighton,Cardiff,A,0,1,A,9,11,0,0
Bournemouth,Fulham,A,0,0,D,6,18,0,1
Huddersfield,Watford,A,0,1,A,19,41,0,0
West Ham,Leicester,D,1,0,H,43,23,1,2
Wolves,Brighton,D,0,0,D,45,9,1,1
Arsenal,Crystal Palace,A,0,1,A,0,15,0,0
Cardiff,Liverpool,A,0,0,D,11,24,0,1
Chelsea,Burnley,D,2,2,D,13,10,1,1
Tottenham,Brighton,H,0,0,D,40,9,2,1
Watford,Southampton,D,0,1,A,41,36,1,0
Wolves,Arsenal,H,3,0,H,45,0,2,2
Liverpool,Huddersfield,H,3,0,H,24,19,2,2
Brighton,Newcastle,D,0,1,A,9,29,1,0
Fulham,Cardiff,H,0,0,D,18,11,2,1
Southampton,Bournemouth,D,1,2,A,36,6,1,0
Watford,Wolves,A,0,1,A,41,45,0,0
Burnley,Man City,A,0,0,D,10,26,0,1
Leicester,Arsenal,H,0,0,D,23,0,2,1
Man United,Chelsea,D,1,1,D,27,13,1,1
Everton,Burnley,H,2,0,H,17,10,2,2
Bournemouth,Tottenham,H,0,0,D,6,40,2,1
Cardiff,Crystal Palace,A,1,2,A,11,15,0,0
West Ham,Southampton,H,1,0,H,43,36,2,2
Wolves,Fulham,H,0,0,D,45,18,2,1
Arsenal,Brighton,D,1,0,H,0,9,1,2
Chelsea,Watford,H,0,0,D,13,41,2,1
Huddersfield,Man United,D,0,1,A,19,27,1,0
Man City,Leicester,H,0,0,D,26,23,2,1
Brighton,Man City,A,1,2,A,9,26,0,0
Crystal Palace,Bournemouth,H,3,1,H,15,6,2,2
Fulham,Newcastle,A,0,2,A,18,29,0,0
Leicester,Chelsea,D,0,0,D,23,13,1,1
Liverpool,Wolves,H,1,0,H,24,45,2,2
Man United,Cardiff,A,0,1,A,27,11,0,0
Tottenham,Everton,D,1,0,H,40,17,1,2
Watford,West Ham,A,0,2,A,41,43,0,0
Liverpool,Norwich,H,4,0,H,24,30,2,2
Bournemouth,Sheffield United,D,0,0,D,6,35,1,1
Watford,Brighton,A,0,1,A,41,9,0,0
Tottenham,Aston Villa,H,0,1,A,40,1,2,0
Arsenal,Burnley,H,1,1,D,0,10,2,1
Aston Villa,Bournemouth,A,0,2,A,1,6,0,0
Brighton,West Ham,D,0,0,D,9,43,1,1
Man City,Tottenham,D,2,1,H,26,40,1,2
Sheffield United,Crystal Palace,H,0,0,D,35,15,2,1
Chelsea,Leicester,D,1,0,H,13,23,1,2
Wolves,Man United,D,0,1,A,45,27,1,0
Norwich,Chelsea,A,2,2,D,30,13,0,1
Man United,Crystal Palace,A,0,1,A,27,15,0,0
Sheffield United,Leicester,A,0,1,A,35,23,0,0
Watford,West Ham,A,1,1,D,41,43,0,1
Bournemouth,Man City,A,1,2,A,6,26,0,0
Wolves,Burnley,D,0,1,A,45,10,1,0
Southampton,Man United,D,0,1,A,36,27,1,0
Chelsea,Sheffield United,D,2,0,H,13,35,1,2
Leicester,Bournemouth,H,2,1,H,23,6,2,2
Man City,Brighton,H,2,0,H,26,9,2,2
Newcastle,Watford,D,1,1,D,29,41,1,1
West Ham,Norwich,H,1,0,H,43,30,2,2
Burnley,Liverpool,A,0,2,A,10,24,0,0
Everton,Wolves,H,2,1,H,17,45,2,2
Arsenal,Tottenham,D,1,2,A,0,40,1,0
Sheffield United,Southampton,A,0,0,D,35,36,0,1
Tottenham,Crystal Palace,H,4,0,H,40,15,2,2
Wolves,Chelsea,A,0,3,A,45,13,0,0
Norwich,Man City,H,2,1,H,30,26,2,2
Bournemouth,Everton,H,1,1,D,6,17,2,1
Watford,Arsenal,D,0,2,A,41,0,1,0
Southampton,Bournemouth,A,0,2,A,36,6,0,0
Leicester,Tottenham,H,0,1,A,23,40,2,0
Burnley,Norwich,H,2,0,H,10,30,2,2
Everton,Sheffield United,A,0,1,A,17,35,0,0
Man City,Watford,H,5,0,H,26,41,2,2
Crystal Palace,Wolves,D,0,0,D,15,45,1,1
Arsenal,Aston Villa,H,0,1,A,0,1,2,0
Sheffield United,Liverpool,A,0,0,D,35,24,0,1
Aston Villa,Burnley,D,1,0,H,1,10,1,2
Crystal Palace,Norwich,H,1,0,H,15,30,2,2
Tottenham,Southampton,H,2,1,H,40,36,2,2
Wolves,Watford,H,1,0,H,45,41,2,2
Everton,Man City,A,1,1,D,17,26,0,1
Brighton,Tottenham,H,2,0,H,9,40,2,2
Burnley,Everton,H,0,0,D,10,17,2,1
Norwich,Aston Villa,A,0,2,A,30,1,0,0
Watford,Sheffield United,D,0,0,D,41,35,1,1
Man City,Wolves,A,0,0,D,26,45,0,1
Southampton,Chelsea,A,1,3,A,36,13,0,0
Aston Villa,Brighton,H,1,1,D,1,9,2,1
Bournemouth,Norwich,D,0,0,D,6,30,1,1
Leicester,Burnley,H,1,1,D,23,10,2,1
Tottenham,Watford,D,0,1,A,40,41,1,0
Wolves,Southampton,D,0,0,D,45,36,1,1
Man United,Liverpool,D,1,0,H,27,24,1,2
Southampton,Leicester,A,0,5,A,36,23,0,0
Brighton,Everton,H,1,1,D,9,17,2,1
West Ham,Sheffield United,D,1,0,H,43,35,1,2
Burnley,Chelsea,A,0,2,A,10,13,0,0
Newcastle,Wolves,D,1,0,H,29,45,1,2
Arsenal,Crystal Palace,D,2,1,H,0,15,1,2
Liverpool,Tottenham,H,0,1,A,24,40,2,0
Norwich,Man United,A,0,2,A,30,27,0,0
Bournemouth,Man United,H,1,0,H,6,27,2,2
Arsenal,Wolves,D,1,0,H,0,45,1,2
Brighton,Norwich,H,0,0,D,9,30,2,1
Man City,Southampton,H,0,1,A,26,36,2,0
Sheffield United,Burnley,H,3,0,H,35,10,2,2
West Ham,Newcastle,A,0,2,A,43,29,0,0
Watford,Chelsea,A,0,1,A,41,13,0,0
Crystal Palace,Leicester,A,0,0,D,15,23,0,1
Norwich,Watford,A,0,1,A,30,41,0,0
Chelsea,Crystal Palace,H,0,0,D,13,15,2,1
Newcastle,Bournemouth,H,1,1,D,29,6,2,1
Tottenham,Sheffield United,D,0,0,D,40,35,1,1
Wolves,Aston Villa,H,1,0,H,45,1,2,2
Arsenal,Southampton,D,1,1,D,0,36,1,1
Bournemouth,Wolves,A,0,2,A,6,45,0,0
Everton,Norwich,A,0,0,D,17,30,0,1
Man City,Chelsea,H,2,1,H,26,13,2,2
Sheffield United,Man United,D,1,0,H,35,27,1,2
Chelsea,West Ham,A,0,0,D,13,43,0,1
Tottenham,Bournemouth,H,1,0,H,40,6,2,2
Southampton,Watford,H,0,1,A,36,41,2,0
Norwich,Arsenal,D,2,1,H,30,0,1,2
Wolves,Sheffield United,D,0,1,A,45,35,1,0
Leicester,Everton,H,0,1,A,23,17,2,0
Man United,Aston Villa,D,1,1,D,27,1,1,1
Crystal Palace,Bournemouth,H,0,0,D,15,6,2,1
Burnley,Man City,A,0,1,A,10,26,0,0
Man United,Tottenham,H,1,1,D,27,40,2,1
Southampton,Norwich,H,2,0,H,36,30,2,2
Wolves,West Ham,H,1,0,H,45,43,2,2
Liverpool,Everton,H,4,2,H,24,17,2,2
Arsenal,Brighton,A,0,1,A,0,9,0,0
Tottenham,Burnley,H,3,0,H,40,10,2,2
Aston Villa,Leicester,A,1,2,A,1,23,0,0
Newcastle,Southampton,H,0,0,D,29,36,2,1
Norwich,Sheffield United,A,1,0,H,30,35,0,2
